17d58ixuBJDGkbbl41sREMYixAoyKNlBN   HERA_NicCST_fullfreq.uvbeam           bin    840.3 MB   2020-08-05 11:08:11
1d3F5c29J2-XLvwP3Zr4hOA2I_Nt2Fyel   healpix_flat_EoR_spectrum_noise.hdf5  bin    773.2 MB   2020-08-05 01:00:11
19kslTwOIQY-iQylPe-CHbX6BMCUhR4ab   healpix_gsm_shell.hdf5                bin    757.5 MB   2020-08-05 00:59:35
